codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,educacion,experiencia_potencial,salario_horario
TQRMNOPQWHLOLMCDEFOCD00704845,2022,3,Noreste,8,20/07/1968,54,asistio,"Primaria
Completa",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,8,41,125
TQRMNOPUWHMNLPCDEFOCD00712779,2022,3,Noreste,8,25/07/1980,42,asistio,"Secundaria
Incompleta",Otra,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,12,25,366.666666666667
TQRMNORUWHLMROCDEIJAH00703600,2022,3,Gran Buenos Aires,33,08/08/1973,49,asistio,"Secundaria
Incompleta",Otra,9409,Varon,Obrero o empleado,multiples,Sabe leer y escribir,10,34,552.325581395349
TQRMNOQYXHMMSUCDEIJAH00713763,2022,3,Gran Buenos Aires,33,11/01/1976,46,asistio,"Secundaria
Completa",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,28,442.708333333333
TQRMNOSSUHLNNSCDEIIAD00714331,2022,3,Gran Buenos Aires,32,22/02/1971,51,asistio,"Superior
Universitaria
Completa",Estatal,6400,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,27,2222.22222222222
TQRMNORUSHLOLMCDEFNFF00707805,2022,3,Noreste,7,28/03/1977,45,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,11,29,250
TQRMNOQTSHMMLOCDEGNFJ00712853,2022,3,Patagonia,17,01/01/1900,63,asistio,"Primaria
Completa",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,50,292.553191489362
TQRMNOQXVHMNPNCDEIJAH00712609,2022,3,Gran Buenos Aires,33,03/10/1981,41,asistio,"Superior
Universitaria
Completa",Estatal,8509,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,20,718.085106382979
TQRMNORQTHKMLLCDEFPCH00788426,2022,3,Patagonia,9,21/11/1982,39,asistio,"Superior
Universitaria
Completa",Privada,7400,Mujer,Cuenta propia,unico,Sabe leer y escribir,16,18,666.666666666667
TQRMNOQXTHLKQLCDEIJAH00703402,2022,3,Gran Buenos Aires,33,07/12/1989,32,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,23,4,1197.91666666667
TQRMNOSPVHKMLOCDEIMBF00792651,2022,3,Pampeana,36,08/06/1995,27,asistio,"Secundaria
Completa",Privada,4806,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,9,260.416666666667
TQRMNOPTUHJLKOCDEGGFB00783006,2022,3,Cuyo,10,01/01/1900,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9609,Mujer,Cuenta propia,unico,Sabe leer y escribir,15,1,312.5
TQRMNORUUHKNKRCDEGJBF00789116,2022,3,Pampeana,13,07/08/1978,44,asistio,"Secundaria
Completa",Privada,3300,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,26,375
TQRMNORXXHLOKOCDEHMHF00708026,2022,3,Cuyo,26,16/10/1967,54,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,36,208.333333333333
TQRMNOTRXHKOLLCDEIOAH00792847,2022,3,Pampeana,38,01/01/1900,35,asistio,"Superior
Universitaria
Completa",Privada,9301,Mujer,Cuenta propia,unico,Sabe leer y escribir,16,14,916.666666666667
TQRMNOUWPHKOMPCDEIJAH00792366,2022,3,Gran Buenos Aires,33,11/03/1982,40,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,27,68.1818181818182
TQRMNORRQHMNKQCDEGJBF00712650,2022,3,Pampeana,13,27/09/1977,45,asistio,"Superior
Universitaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,16,24,480.769230769231
TQRMNOSTSHKMKQCDEHMHF00790566,2022,3,Cuyo,26,08/05/1977,45,asistio,"Primaria
Completa",Privada,4502,Varon,Cuenta propia,unico,Sabe leer y escribir,8,32,625
TQRMNOTRTHKOKUCDEFMDB00788029,2022,3,Pampeana,6,01/01/1900,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8200,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,3,250
TQRMNOQVQHMMLNCDEOHCH00709902,2022,3,Patagonia,91,16/03/1983,39,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,21,1416.66666666667
TQRMNORPYHKMKNCDEHLEH00790393,2022,3,Noroeste,25,01/01/1900,51,asistio,"Primaria
Completa",Privada,9603,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,38,468.75
TQRMNOPTPHLOKSCDEHPJB00706994,2022,3,Noroeste,29,23/04/1997,25,asistio,"Secundaria
Completa",Estatal,8101,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,13,7,1035.71428571429
TQRMNOPRRHLMKTCDEGIBJ00704824,2022,3,Noreste,12,26/09/1974,47,asistio,"Secundaria
Completa",Privada,4803,Varon,Patron,unico,Sabe leer y escribir,13,29,288.461538461538
TQRMNOQSPHKOLPCDEGPDJ00789861,2022,3,Noroeste,19,20/06/1977,45,asistio,"Secundaria
Completa",Privada,2500,Varon,Cuenta propia,unico,Sabe leer y escribir,13,27,416.666666666667
TQRMNORWPHKMKUCDEGNFJ00789537,2022,3,Patagonia,17,01/01/1900,50,asistio,"Secundaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10,35,500
TQRMNOPXRHKMLRCDEGJBF00789012,2022,3,Pampeana,13,09/09/1958,63,asistio,"Primaria
Completa",Privada,4804,Varon,Cuenta propia,unico,Sabe leer y escribir,8,50,1000
TQRMNOQPVHJOLMCDEHIBB00784261,2022,3,Noroeste,22,27/06/2002,20,asistio,"Secundaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,2,291.666666666667
TQRMNORQXHMLKRCDEHMHF00712406,2022,3,Cuyo,26,02/08/1984,38,asistio,"Secundaria
Completa",Estatal,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,20,183.333333333333
TQRMNOQWWHLOKRCDEFJAH00707458,2022,3,Pampeana,3,14/09/1997,24,asistio,"Secundaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,12,7,340.909090909091
TQRMNOQSTHJNMOCDEFKID00782086,2022,3,Pampeana,4,01/01/1900,23,asistio,"Superior
Universitaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,16,2,178.571428571429
TQRMNOPXVHJMKRCDEFOCD00782741,2022,3,Noreste,8,26/01/1975,47,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,34,187.5
TQRMNOPRUHJLLTCDEIIAD00785384,2022,3,Gran Buenos Aires,32,21/11/1988,33,asistio,"Superior
Universitaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,9,777.777777777778
TQRMNORRXHMKLLCDEHJGH00712312,2022,3,Noroeste,23,28/02/1975,47,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,26,1681.81818181818
TQRMNOQSUHJNLRCDEFIAH00781701,2022,3,Pampeana,2,30/06/1997,25,asistio,"Superior
Universitaria
Incompleta",Privada,1400,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,6,393.75
TQRMNOPQUHLOLPCDEGPDJ00705343,2022,3,Noroeste,19,26/03/1975,47,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,30,541.666666666667
TQRMNORXTHMMKPCDEIGED00708670,2022,3,Pampeana,30,07/04/1975,47,asistio,"Secundaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,29,511.363636363636
TQRMNOSWVHKOLOCDEFNFF00788187,2022,3,Noreste,7,27/05/1966,56,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,19,32,1125
TQRMNOPUSHMMKTCDEFJAH00709196,2022,3,Pampeana,3,14/11/1987,34,asistio,"Superior
Universitaria
Incompleta",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,15,14,566.666666666667
TQRMNORRYHMOLPCDEHLEH00712869,2022,3,Noroeste,25,01/01/1900,44,asistio,"Secundaria
Completa",Estatal,5100,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,26,375
TQRMNOQXUHMOMMCDEHJGH00710770,2022,3,Noroeste,23,05/03/1995,27,asistio,"Superior
Universitaria
Completa",Otra,6500,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,3,416.666666666667
TQRMNOSVTHKMKRCDEGIBJ00788800,2022,3,Noreste,12,07/01/1972,50,asistio,"Secundaria
Completa",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,13,32,1250
TQRMNORVPHJMLOCDEHJGH00784336,2022,3,Noroeste,23,31/10/1962,59,asistio,"Secundaria
Completa",Privada,4502,Varon,Cuenta propia,unico,Sabe leer y escribir,13,41,364.583333333333
TQRMNOPSRHMMLPCDEFMDB00710811,2022,3,Pampeana,6,08/04/1970,52,asistio,"Secundaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,34,270.833333333333
TQRMNOQTSHMLLNCDEGPDJ00712847,2022,3,Noroeste,19,02/07/1985,37,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,22,375
TQRMNOPWUHJOLTCDEFIAH00787325,2022,3,Pampeana,2,13/04/1992,30,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,9,500
TQRMNOSTPHJMLNCDEGIBJ00788805,2022,3,Noreste,12,20/12/1980,41,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,20,550
TQRMNOPVQHMMKTCDEGLDF00710872,2022,3,Noreste,15,28/05/1959,63,asistio,"Primaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,50,142.857142857143
TQRMNOPPQHMMLNCDEGJBF00712859,2022,3,Pampeana,13,22/04/1980,42,asistio,"Secundaria
Incompleta",Privada,4810,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,26,277.777777777778
TQRMNORPTHMMMOCDEGJBF00712903,2022,3,Pampeana,13,25/12/1994,27,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,7,312.5
TQRMNOTQQHKNKNCDEIOAH00792837,2022,3,Pampeana,38,30/01/1980,42,asistio,"Secundaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,24,166.666666666667
TQRMNOQWWHMLKTCDEHLEH00709446,2022,3,Noroeste,25,01/01/1900,28,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,10,362.5
TQRMNOPRTHMKKPCDEHMHF00709360,2022,3,Cuyo,26,08/02/1971,51,asistio,"Superior
Universitaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,27,681.818181818182
TQRMNOTRRHKOKPCDEHPJB00790862,2022,3,Noroeste,29,29/04/1990,32,asistio,"Superior
Universitaria
Completa",Privada,4501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,19,8,877.19298245614
TQRMNOPWQHJNLMCDEIGED00790994,2022,3,Pampeana,30,01/01/1900,30,asistio,"Secundaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,12,364.583333333333
TQRMNOQYUHMMKPCDEOJAH00714383,2022,3,Patagonia,93,03/04/1987,35,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,11,1166.66666666667
TQRMNOQYTHMLKNCDEFOCD00711685,2022,3,Noreste,8,20/03/1964,58,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,34,750
TQRMNOSSWHKNLUCDEGGFB00788514,2022,3,Cuyo,10,10/06/1978,44,asistio,"Secundaria
Incompleta",Privada,4502,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,29,125
TQRMNOPSRHLLLLCDEHMHF00707837,2022,3,Cuyo,26,15/06/1968,54,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,30,633.333333333333
TQRMNORQVHMLKRCDEHMHF00712405,2022,3,Cuyo,26,11/11/1975,46,asistio,"Superior
Universitaria
Incompleta",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,25,437.5
TQRMNOQRPHKOLPCDEGIBJ00788839,2022,3,Noreste,12,04/02/1989,33,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,17,300
TQRMNOPRSHLOLLCDEHNHB00707675,2022,3,Cuyo,27,12/01/1966,56,asistio,"Primaria
Completa",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,43,909.090909090909
TQRMNOTYRHMLKMCDEIHJF00710126,2022,3,Patagonia,31,06/07/1986,36,asistio,"Secundaria
Completa",Estatal,3600,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,18,1000
TQRMNOPSUHLMLLCDEGGFB00704636,2022,3,Cuyo,10,21/09/1972,49,asistio,"Secundaria
Completa",Privada,5601,Mujer,Patron,unico,Sabe leer y escribir,13,31,583.333333333333
TQRMNORSSHMNKUCDEGNFJ00714360,2022,3,Patagonia,17,24/04/1976,46,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,28,416.666666666667
TQRMNOSVQHLMKOCDEGPDJ00705459,2022,3,Noroeste,19,07/02/1987,35,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,11,400
TQRMNOSPVHKOKRCDEGOIH00789663,2022,3,Noroeste,18,16/01/1994,28,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,10,230.769230769231
TQRMNOPSYHLOMNCDEGJBF00707331,2022,3,Pampeana,13,05/02/1998,24,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,6,364.583333333333
TQRMNOPYQHKNLUCDEGGFB00788511,2022,3,Cuyo,10,28/09/1972,49,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,36,720
TQRMNOPQXHJMKPCDEGJBF00783391,2022,3,Pampeana,13,13/10/1975,46,asistio,"Secundaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,28,397.727272727273
TQRMNOSVSHKMKRCDEHIBB00790070,2022,3,Noroeste,22,10/05/1994,28,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,8,312.5
TQRMNORRPHMMKQCDEHJGH00709745,2022,3,Noroeste,23,19/04/1986,36,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,18,388.888888888889
TQRMNOSVRHMKKSCDEGIBJ00708830,2022,3,Noreste,12,01/01/1900,55,asistio,"Secundaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,37,500
TQRMNOPYRHMOLSCDEFJAH00713365,2022,3,Pampeana,3,01/01/1900,48,asistio,"Primaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,35,291.666666666667
TQTMNOPSQHKMKSCDEHPJB00790883,2022,3,Noroeste,29,12/05/1980,42,asistio,"Secundaria
Completa",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,24,312.5
TQRMNOSRSHJMLMCDEGPDJ00784036,2022,3,Noroeste,19,15/01/1972,50,asistio,"Primaria
Completa",Estatal,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,37,1097.91666666667
TQRMNOQSYHJKKMCDEHJGH00784357,2022,3,Noroeste,23,11/02/1978,44,asistio,"Superior
Universitaria
Completa",Estatal,3600,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,20,937.5
TQRMNORRQHKLLRCDEFIAH00787327,2022,3,Pampeana,2,25/04/1968,54,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,17,32,616.666666666667
TQRMNORTYHJOLQCDEGIBJ00783183,2022,3,Noreste,12,16/06/1961,61,asistio,"Primaria
Completa",Privada,9503,Varon,Cuenta propia,unico,Sabe leer y escribir,8,48,208.333333333333
TQRMNOPRRHJMLPCDEFNFF00782619,2022,3,Noreste,7,21/03/1982,40,asistio,"Secundaria
Completa",Estatal,6000,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,22,428.571428571429
TQRMNOTYVHKOMLCDEHPJB00790912,2022,3,Noroeste,29,19/11/1967,54,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,8,41,217.391304347826
TQRMNOPTQHLNLMCDEHIBB00707057,2022,3,Noroeste,22,05/08/1961,61,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,48,227.272727272727
TQRMNOQTYHKOMLCDEGJBF00789106,2022,3,Pampeana,13,20/02/2006,16,asiste actualmente,"Secundaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,11,0,500
TQRMNOQURHLNLPCDEIKAH00786629,2022,3,Pampeana,34,18/12/1971,50,asistio,"Secundaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,34,356.481481481481
TQRMNOPXWHLNLPCDEFNFF00704683,2022,3,Noreste,7,02/07/1966,56,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,38,541.666666666667
TQRMNORSWHLMLQCDEHMHF00705686,2022,3,Cuyo,26,09/09/1997,25,asistio,"Secundaria
Completa",Privada,4904,Varon,Cuenta propia,unico,Sabe leer y escribir,13,7,357.142857142857
TQRMNOUTSHJOKOCDEFLID00782280,2022,3,Pampeana,5,01/01/1900,31,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,15,281.25
TQRMNOPTSHJMLQCDEIMBF00786813,2022,3,Pampeana,36,29/12/1987,34,asistio,"Secundaria
Completa",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,16,375
TQRMNOSRRHJMKRCDEOJAH00787214,2022,3,Patagonia,93,27/01/1993,29,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,13,333.333333333333
TQRMNORPYHMOLNCDEIJAH00710559,2022,3,Gran Buenos Aires,33,01/01/1900,51,asistio,"Superior
Universitaria
Incompleta",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,31,1041.66666666667
TQRMNOQQYHMLKSCDEFMDB00713877,2022,3,Pampeana,6,01/01/1900,40,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,16,833.333333333333
TQRMNOQYWHLOKRCDEHPJB00706688,2022,3,Noroeste,29,29/03/1991,31,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,18,250
TQRMNOUQVHMKLQCDEHLEH00712427,2022,3,Noroeste,25,01/01/1900,26,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,9100,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,6,312.5
TQRMNOQVXHLMKMCDEGLDF00705317,2022,3,Noreste,15,22/01/1972,50,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,34,150
TQRMNORTUHMMKUCDEIMBF00708765,2022,3,Pampeana,36,15/02/2003,19,asistio,"Secundaria
Completa",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,1,243.90243902439
TQRMNOQYQHLOKNCDEFOCD00713902,2022,3,Noreste,8,22/04/1986,36,asistio,"Superior
Universitaria
Completa",Privada,7500,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,12,260.416666666667
TQRMNOPQQHLMKSCDEIGED00710032,2022,3,Pampeana,30,01/10/1994,27,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,14,8,416.666666666667
TQRMNOPYRHMOKPCDEGJBF00712648,2022,3,Pampeana,13,22/09/1949,72,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Cuenta propia,unico,Sabe leer y escribir,11,56,416.666666666667
TQRMNOPRWHMOLQCDEHNHB00712357,2022,3,Cuyo,27,16/03/1955,67,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,43,1750
TQSMNOTPRHMOKUCDEGIBJ00715932,2022,3,Noreste,12,01/01/1900,47,asistio,"Superior
Universitaria
Completa",Privada,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,26,400
TQRMNOTXPHJNKMCDEIOAH00786987,2022,3,Pampeana,38,31/05/1981,41,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,24,437.5
TQRMNOPUVHMMKRCDEFJAH00711570,2022,3,Pampeana,3,09/04/1987,35,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,17,443.877551020408
TQRMNOPTYHKOLMCDEGIBJ00788793,2022,3,Noreste,12,01/01/1900,37,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,16,666.666666666667
TQRMNOQTPHKOLRCDEHPJB00790923,2022,3,Noroeste,29,01/01/1900,41,asistio,"Secundaria
Completa",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,23,364.583333333333
TQRMNOSVUHLNMQCDEIJAH00703785,2022,3,Gran Buenos Aires,33,01/01/1900,53,asistio,"Primaria
Completa",Otra,9409,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,8,40,253.846153846154
TQRMNORTUHLLKMCDEHMHF00706129,2022,3,Cuyo,26,24/02/1979,43,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,25,210
TQRMNORQXHKMLLCDEGIBJ00788889,2022,3,Noreste,12,03/09/1975,47,asistio,"Secundaria
Incompleta",Privada,6000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,31,312.5
TQSMNOQPUHKOLNCDEFOCD00788372,2022,3,Noreste,8,02/03/1989,33,asistio,"Superior
Universitaria
Completa",Privada,7500,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,9,468.75
TQRMNOPQTHMNKMCDEGKDB00709355,2022,3,Pampeana,14,18/10/1962,59,asistio,"Primaria
Incompleta",Privada,1600,Varon,Obrero o empleado,unico,Sabe leer y escribir,7,47,729.166666666667
TQRMNOQWQHLOKNCDEGOIH00706541,2022,3,Noroeste,18,15/06/1979,43,asistio,"Secundaria
Completa",Privada,4000,Varon,Patron,unico,Sabe leer y escribir,13,25,260.416666666667
TQRMNOQPTHLOLNCDEFKID00710166,2022,3,Pampeana,4,01/01/1900,27,asistio,"Superior
Universitaria
Completa",Privada,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,6,1979.16666666667
TQRMNOSTWHJOLTCDEIJAH00785741,2022,3,Gran Buenos Aires,33,01/01/1900,47,asistio,"Primaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,34,598.958333333333
TQRMNOQUWHKMKPCDEGKDB00789162,2022,3,Pampeana,14,12/08/1986,35,asistio,"Secundaria
Incompleta",Privada,1600,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,20,208.333333333333
TQRMNORUPHJMKNCDEFKID00782233,2022,3,Pampeana,4,01/01/1900,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9602,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,3,351.5625
TQRMNOSQQHLMLMCDEHJGH00705997,2022,3,Noroeste,23,23/01/1983,39,asistio,"Secundaria
Incompleta",Privada,4502,Varon,Patron,unico,Sabe leer y escribir,11,23,173.611111111111
TQRMNORVRHMOKMCDEHIBB00713545,2022,3,Noroeste,22,03/09/1999,23,asistio,"Secundaria
Completa",Privada,1400,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,5,250
TQRMNORPUHKMKTCDEIHJF00791096,2022,3,Patagonia,31,04/04/1952,70,asistio,"Primaria
Completa",Privada,1600,Varon,Cuenta propia,unico,Sabe leer y escribir,8,57,937.5
TQRMNOQQRHMOLLCDEHNHB00713989,2022,3,Cuyo,27,06/08/2000,22,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,2,340.909090909091
TQRMNOSVYHLLKRCDEHJGH00705966,2022,3,Noroeste,23,19/03/1969,53,asistio,"Secundaria
Completa",Privada,4802,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,35,437.5
TQRMNORWQHMMLRCDEFLID00713898,2022,3,Pampeana,5,20/12/1965,56,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,13,38,250
TQRMNOPXSHKOMPCDEFKID00787592,2022,3,Pampeana,4,01/01/1900,61,asistio,"Primaria
Completa",Privada,8000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,48,729.166666666667
TQRMNOPXQHJMLLCDEHIBB00784308,2022,3,Noroeste,22,13/08/2002,19,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,3200,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,1,250
TQRMNOQXTHJOMLCDEHPJB00785031,2022,3,Noroeste,29,06/06/1990,32,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,12,458.333333333333
TQRMNOQVWHJMKTCDEFPCH00782891,2022,3,Patagonia,9,25/01/1995,27,asistio,"Secundaria
Completa",Privada,9602,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,185.185185185185
TQRMNORSSHKOKPCDEGNFJ00789540,2022,3,Patagonia,17,01/01/1900,31,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,9,17,312.5
TQRMNOQTVHJMKSCDEGLDF00789387,2022,3,Noreste,15,17/06/1991,31,asistio,"Secundaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,13,375
TQRMNOTXPHLKLLCDEIMBF00704714,2022,3,Pampeana,36,30/04/1994,28,asistio,"Superior
Universitaria
Incompleta",Privada,6200,Mujer,Cuenta propia,unico,Sabe leer y escribir,15,8,1875
TQRMNORRUHKNKTCDEHGHJ00789965,2022,3,Patagonia,20,15/11/1962,59,asistio,"Secundaria
Incompleta",Privada,2500,Varon,Cuenta propia,unico,Sabe leer y escribir,10,44,297.619047619048
TQRMNOSPRHLMKMCDEGGFB00709376,2022,3,Cuyo,10,20/11/1997,24,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Patron,unico,Sabe leer y escribir,13,6,375
