codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,educacion,experiencia_potencial,salario_horario
TQRMNOQTQHJOKRCDEHPJB00784929,2022,3,Noroeste,29,28/08/1961,60,asistio,"Primaria
Incompleta",Privada,3100,Varon,Cuenta propia,unico,Sabe leer y escribir,6,49,214.285714285714
TQRMNOPRTHKMLSCDEGJBF00788907,2022,3,Pampeana,13,01/01/1900,60,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,15,40,83.3333333333333
TQRMNOPTWHLLLLCDEGPDJ00707613,2022,3,Noroeste,19,27/01/1982,40,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,22,541.666666666667
TQRMNOQQYHMOKPCDEGPDJ00712227,2022,3,Noroeste,19,11/11/2000,21,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,4,500
TQRMNOPTSHJMLNCDEGGFB00783042,2022,3,Cuyo,10,16/04/1960,62,asistio,"Superior
Universitaria
Incompleta",Privada,6100,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,42,619.318181818182
TQRMNOSTWHJMKOCDEFJAH00781959,2022,3,Pampeana,3,01/01/1900,20,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,2,229.166666666667
TQRMNOQPXHMOKUCDEIOAH00710714,2022,3,Pampeana,38,01/01/1900,64,asistio,"Primaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,No sabe leer y escribir,4,55,375
TQRMNOTUVHJOKNCDEFIAH00781756,2022,3,Pampeana,2,24/04/1983,39,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,19,15,312.5
TQRMNOPQVHLLKUCDEIMBF00708561,2022,3,Pampeana,36,28/12/2000,21,asistio,"Secundaria
Completa",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,3,277.777777777778
TQRMNORRSHMOKMCDEHMHF00709598,2022,3,Cuyo,26,11/12/1982,39,asistio,"Primaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,26,700
TQRMNOSWTHMKKRCDEFOCD00711940,2022,3,Noreste,8,02/03/1978,44,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,20,250
TQRMNOPSRHLNKPCDEGPDJ00705462,2022,3,Noroeste,19,06/09/1970,51,asistio,"Superior
Universitaria
Completa",Privada,6000,Varon,Obrero o empleado,multiples,Sabe leer y escribir,16,30,511.363636363636
TQRMNOSPRHLMKTCDEGGFB00707863,2022,3,Cuyo,10,20/11/1978,43,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,22,500
TQRMNOPUUHLKKUCDEIIAD00785327,2022,3,Gran Buenos Aires,32,05/02/1994,28,asistio,"Superior
Universitaria
Completa",Privada,3200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,7,611.111111111111
TQRMNORRWHLMKOCDEIHJF00706216,2022,3,Patagonia,31,16/08/1983,39,asistio,"Secundaria
Completa",Privada,4501,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,21,1136.36363636364
TQRMNOUPQHJOLOCDEFKID00782227,2022,3,Pampeana,4,01/01/1900,52,asistio,"Superior
Universitaria
Incompleta",Privada,6900,Varon,Cuenta propia,unico,Sabe leer y escribir,15,32,555.555555555556
TQRMNOSTTHKMKOCDEHNHB00790777,2022,3,Cuyo,27,14/09/1990,31,asistio,"Superior
Universitaria
Completa",Privada,2100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,7,735.294117647059
TQRMNORYSHLMLMCDEHGHJ00708235,2022,3,Patagonia,20,06/10/1945,76,asistio,"Superior
Universitaria
Incompleta",Estatal,4000,Varon,Obrero o empleado,multiples,Sabe leer y escribir,15,56,545.454545454546
TQRMNOSPPHKNPOCDEIJAH00792155,2022,3,Gran Buenos Aires,33,10/03/1959,63,asistio,"Primaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,50,500
TQRMNOQSVHKMLNCDEGPDJ00789801,2022,3,Noroeste,19,18/10/1986,35,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,19,254.62962962963
TQRMNOQUSHLNLMCDEHIBB00704146,2022,3,Noroeste,22,20/05/1991,31,asistio,"Secundaria
Incompleta",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,11,15,178.571428571429
TQRMNORRUHMMKUCDEHIBB00710642,2022,3,Noroeste,22,01/08/1958,64,asistio,"Primaria
Completa",Estatal,4000,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,51,312.5
TQRMNORSVHLLKOCDEIOAH00704342,2022,3,Pampeana,38,01/01/1900,34,asistio,"Secundaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,16,520.833333333333
TQRMNORPPHLOKUCDEGPDJ00705278,2022,3,Noroeste,19,25/07/1965,57,asistio,"Superior
Universitaria
Completa",Privada,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,36,562.5
TQRMNOPVVHLMLTCDEIJAH00703928,2022,3,Gran Buenos Aires,33,01/01/1900,30,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,12,562.5
TQRMNOQVPHLOKSCDEHIBB00706954,2022,3,Noroeste,22,06/06/1995,27,asistio,"Secundaria
Completa",Privada,1400,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,363.636363636364
TQRMNOPPRHJMKTCDEGGFB00783044,2022,3,Cuyo,10,08/03/1990,32,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,12,575
TQRMNOSRQHLMLQCDEHJGH00707875,2022,3,Noroeste,23,30/05/1966,56,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,43,625
TQRMNORRRHMLLPCDEIJAH00713357,2022,3,Gran Buenos Aires,33,11/04/1982,40,asistio,"Superior
Universitaria
Completa",Estatal,5100,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,19,1187.5
TQRMNORXQHLMLOCDEFPCH00705123,2022,3,Patagonia,9,05/06/1990,32,asistio,"Secundaria
Incompleta",Privada,900,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,16,923.913043478261
TQRMNOPSVHMOLNCDEGIBJ00715924,2022,3,Noreste,12,14/01/1985,37,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,13,370.37037037037
TQRMNOTVXHLKLQCDEOHCH00704702,2022,3,Patagonia,91,30/01/1979,43,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,22,937.5
TQRMNOQRXHKMLOCDEHLEH00790365,2022,3,Noroeste,25,01/01/1900,26,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,6,218.75
TQRMNOQXTHLMKOCDEIIAD00707662,2022,3,Gran Buenos Aires,32,30/10/1978,43,asistio,"Secundaria
Completa",Privada,5500,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,25,527.777777777778
TQRMNOPQWHMOKNCDEGJBF00712816,2022,3,Pampeana,13,19/05/1980,42,asistio,"Primaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,7,30,281.25
TQRMNOPYPHJMKTCDEGGFB00783098,2022,3,Cuyo,10,01/01/1900,37,asistio,"Superior
Universitaria
Completa",Privada,4501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,16,486.111111111111
TQRMNOSPXHLMKOCDEIOAH00706525,2022,3,Pampeana,38,01/01/1900,27,asistio,"Secundaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,625
TQRMNOQQUHKMKUCDEGJBF00788975,2022,3,Pampeana,13,01/01/1900,41,asistio,"Superior
Universitaria
Incompleta",Privada,8509,Mujer,Obrero o empleado,unico,Sabe leer y escribir,17,19,750
TQRMNOPUYHKOLOCDEIJAH00792163,2022,3,Gran Buenos Aires,33,29/05/1977,45,asistio,"Primaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,32,283.333333333333
TQRMNORRVHMOKRCDEOJAH00713918,2022,3,Patagonia,93,01/10/1981,40,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,16,491.071428571429
TQRMNOPTRHLNLQCDEGLDF00707735,2022,3,Noreste,15,29/09/1991,30,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,9,572.916666666667
TQRMNOSVUHMMLQCDEFKID00787677,2022,3,Pampeana,4,05/10/1978,43,asistio,"Superior
Universitaria
Incompleta",Privada,2701,Mujer,Obrero o empleado,unico,Sabe leer y escribir,17,21,388.888888888889
TQRMNOQPPHJNLTCDEGGFB00783038,2022,3,Cuyo,10,02/05/1972,50,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,8,37,329.787234042553
TQRMNOSYUHLOKRCDEGOIH00707924,2022,3,Noroeste,18,01/09/1990,31,asistio,"Secundaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10,16,148.958333333333
TQRMNOPQUHMOLOCDEGPDJ00711595,2022,3,Noroeste,19,22/10/1962,59,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,10,44,166.666666666667
TQRMNOSXYHMMLQCDEIMBF00713859,2022,3,Pampeana,36,25/07/1993,29,asistio,"Superior
Universitaria
Completa",Privada,9302,Varon,Patron,multiples,Sabe leer y escribir,19,5,467.66935483871
TQRMNORRTHMOLMCDEIMBF00711996,2022,3,Pampeana,36,16/02/1993,29,asistio,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,9,291.666666666667
TQRMNOTTQHLOLQCDEGIBJ00704494,2022,3,Noreste,12,03/10/1987,35,asistio,"Secundaria
Completa",Otra,9402,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,17,416.666666666667
TQRMNOSQUHKMKRCDEGKDB00789170,2022,3,Pampeana,14,19/01/1970,52,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,39,200
TQRMNOPRTHJMKSCDEGNFJ00783840,2022,3,Patagonia,17,01/01/1900,24,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,6,350
TQRMNOPWUHJMLLCDEOHCH00787100,2022,3,Patagonia,91,15/08/1991,30,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,10,15,362.5
TQRMNOSUXHMOSQCDEIJAH00791697,2022,3,Gran Buenos Aires,33,04/02/1994,28,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,6200,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,9,363.636363636364
TQRMNORWXHJNLOCDEGLDF00789425,2022,3,Noreste,15,04/11/1993,28,asistio,"Secundaria
Incompleta",Privada,7301,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,11,500
TQRMNOPPVHLOKUCDEGNFJ00706002,2022,3,Patagonia,17,25/03/1995,27,asistio,"Secundaria
Completa",Privada,4804,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,708.333333333333
TQRMNOQRUHMOLPCDEGNFJ00711244,2022,3,Patagonia,17,12/09/1980,41,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,8,28,500
TQRMNOPRVHJOKPCDEIMBF00786757,2022,3,Pampeana,36,02/06/1982,40,asistio,"Primaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,7,28,918.75
TQSMNOSQSHJMKMCDEHMHF00790464,2022,3,Cuyo,26,03/09/1995,27,asistio,"Primaria
Completa",Estatal,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,14,466.666666666667
TQRMNOSXPHKOKPCDEGIBJ00788886,2022,3,Noreste,12,17/09/1996,25,asistio,"Secundaria
Completa",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,7,312.5
TQRMNOSYPHKMKOCDEFLID00787849,2022,3,Pampeana,5,30/03/1996,26,asistio,"Secundaria
Completa",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,13,8,178.571428571429
TQRMNOPXXHLNKUCDEHJGH00705976,2022,3,Noroeste,23,23/06/1981,41,asistio,"Secundaria
Completa",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,23,494.791666666667
TQRMNOUPSHJLKTCDEHLEH00784559,2022,3,Noroeste,25,01/01/1900,32,asistio,"Secundaria
Completa",Privada,1300,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,14,454.545454545455
TQRMNORYSHMOLSCDEFJAH00711993,2022,3,Pampeana,3,24/12/1981,40,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,21,437.5
TQRMNOPPUHKMKTCDEHNHB00790645,2022,3,Cuyo,27,08/06/1971,51,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,13,33,833.333333333333
TQRMNOVSWHJNRRCDEIJAH00792387,2022,3,Gran Buenos Aires,33,06/02/1985,37,asistio,"Superior
Universitaria
Incompleta",Privada,4810,Mujer,Cuenta propia,unico,Sabe leer y escribir,15,17,390.625
TQRMNORVVHMOKSCDEGPDJ00709332,2022,3,Noroeste,19,07/10/1971,50,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,26,416.666666666667
TQRMNORQVHJMLLCDEGGFB00782992,2022,3,Cuyo,10,01/01/1900,62,asistio,"Secundaria
Completa",Privada,4000,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,44,416.666666666667
TQRMNORVXHLOOOCDEIIAD00703968,2022,3,Gran Buenos Aires,32,12/04/1983,39,asistio,"Superior
Universitaria
Incompleta",Privada,6300,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,19,944.444444444444
TQRMNOSPWHMMLLCDEGOIH00710365,2022,3,Noroeste,18,11/09/1995,27,asistio,"Superior
Universitaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,6,750
TQRMNOQVYHLMKMCDEGLDF00707625,2022,3,Noreste,15,30/03/1983,39,asistio,"Superior
Universitaria
Incompleta",Privada,8200,Varon,Cuenta propia,multiples,Sabe leer y escribir,15,19,500
TQRMNORRUHKMLTCDEIKAH00792461,2022,3,Pampeana,34,21/10/1996,25,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,1,416.666666666667
TQRMNOPXWHJMKTCDEHNHB00784863,2022,3,Cuyo,27,26/11/1991,30,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,6,500
TQRMNOPXYHJOKNCDEGPDJ00783988,2022,3,Noroeste,19,11/06/1988,34,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,13,625
TQRMNOPURHJMMPCDEFKID00782114,2022,3,Pampeana,4,01/01/1900,46,asiste actualmente,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10,31,250
TQRMNOPPYHMOMLCDEIKAH00710682,2022,3,Pampeana,34,11/08/1984,37,asistio,"Secundaria
Incompleta",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,10,22,192.307692307692
TQRMNOQUPHMOLRCDEHNHB00709487,2022,3,Cuyo,27,13/04/1977,45,asistio,"Superior
Universitaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,24,480
TQRMNOPQRHLOKMCDEHPJB00705708,2022,3,Noroeste,29,24/09/1981,40,asistio,"Primaria
Incompleta",Privada,5201,Varon,Cuenta propia,unico,No sabe leer y escribir,4,31,300
TQSMNOQYQHJMMMCDEGGFB00788505,2022,3,Cuyo,10,01/09/1976,45,asistio,"Primaria
Completa",Privada,9503,Mujer,Cuenta propia,unico,Sabe leer y escribir,8,32,714.285714285714
TQRMNOPWTHKMLPCDEIMBF00792614,2022,3,Pampeana,36,14/03/1978,44,asistio,"Superior
Universitaria
Completa",Privada,2202,Varon,Cuenta propia,unico,Sabe leer y escribir,16,23,208.333333333333
TQRMNOSSXHKOKSCDEGKDB00789355,2022,3,Pampeana,14,01/01/1900,30,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,13,12,400
TQRMNOQRTHLMLOCDEHLEH00705368,2022,3,Noroeste,25,09/05/1994,28,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,10,220
TQRMNOSQTHKOKRCDEGPDJ00789874,2022,3,Noroeste,19,12/05/1964,58,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,16,37,1062.5
TQRMNOPQXHMMLPCDEGJBF00789061,2022,3,Pampeana,13,20/07/1968,54,asistio,"Secundaria
Incompleta",Privada,4809,Varon,Cuenta propia,unico,Sabe leer y escribir,12,37,468.75
TQRMNOSRTHLMKNCDEIHJF00706946,2022,3,Patagonia,31,12/03/1991,31,asistio,"Secundaria
Completa",Privada,2603,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,13,1000
TQRMNOPQYHMOKNCDEFLID00710167,2022,3,Pampeana,5,09/07/1967,55,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,34,812.5
TQRMNORPRHKLKSCDEHMHF00790574,2022,3,Cuyo,26,18/05/1959,63,asistio,"Secundaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,13,45,694.444444444444
TQRMNOSPQHKMKNCDEGKDB00789305,2022,3,Pampeana,14,01/01/1900,23,asistio,"Secundaria
Completa",Privada,9609,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,5,1250
TQRMNOPSQHMOKPCDEGGFB00709960,2022,3,Cuyo,10,01/01/1900,17,asiste actualmente,"Secundaria
Incompleta",Privada,8101,Varon,Cuenta propia,unico,Sabe leer y escribir,9,3,250
TQRMNORQWHJNOLCDEIIAD00791314,2022,3,Gran Buenos Aires,32,13/02/1988,34,asiste actualmente,"Superior
Universitaria
Completa",Privada,6200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,20,9,1611.11111111111
TQRMNOSVWHLLKRCDEHJGH00705965,2022,3,Noroeste,23,01/01/1996,26,asistio,"Secundaria
Completa",Privada,7400,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,8,592.857142857143
TQRMNOQRUHKMKSCDEIHJF00791121,2022,3,Patagonia,31,03/08/1996,26,asistio,"Secundaria
Completa",Privada,9302,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,8,364.583333333333
TQRMNOPYRHLMKOCDEOJAH00793027,2022,3,Patagonia,93,31/01/1984,38,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,20,567.708333333333
TQRMNOPSRHKLKMCDEGOIH00789694,2022,3,Noroeste,18,21/03/1979,43,asistio,"Primaria
Incompleta",Estatal,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,4,34,562.5
TQRMNORXXHMKMTCDEIIAD00791327,2022,3,Gran Buenos Aires,32,27/07/1999,23,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Patron,unico,Sabe leer y escribir,11,7,69.4444444444444
TQRMNOSSXHMLKQCDEGOIH00714011,2022,3,Noroeste,18,20/06/1995,27,asistio,"Secundaria
Completa",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,13,9,250
TQRMNOPWYHMOLLCDEFOCD00713875,2022,3,Noreste,8,01/04/1982,40,asistio,"Secundaria
Completa",Privada,1400,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,22,214.285714285714
TQRMNOTSRHJKLMCDEHPJB00785066,2022,3,Noroeste,29,22/09/1992,29,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,17,7,178.571428571429
TQRMNORYSHLLLNCDEGOIH00789724,2022,3,Noroeste,18,07/09/1988,33,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,3200,Mujer,Cuenta propia,unico,Sabe leer y escribir,15,13,250
TQRMNOQPVHMMLNCDEHIBB00711946,2022,3,Noroeste,22,28/10/1980,41,asistio,"Primaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,4,32,300
TQRMNORVWHMOKQCDEGLDF00708686,2022,3,Noreste,15,23/06/1972,50,asistio,"Primaria
Completa",Privada,2309,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,37,156.25
TQRMNOQTQHLMKMCDEGGFB00704609,2022,3,Cuyo,10,25/01/1983,39,asistio,"Secundaria
Incompleta",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,23,260.416666666667
TQRMNOSPPHLLKPCDEIIAD00785351,2022,3,Gran Buenos Aires,32,01/08/1985,37,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,13,1666.66666666667
TQRMNOSQXHMMKOCDEGIBJ00715896,2022,3,Noreste,12,30/05/1971,51,asistio,"Secundaria
Completa",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,33,375
TQRMNORPPHLNNPCDEIJAH00703572,2022,3,Gran Buenos Aires,33,22/12/1969,52,asistio,"Primaria
Completa",Privada,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,39,390.625
TQRMNOPPRHKMKPCDEOJAH00793091,2022,3,Patagonia,93,11/12/1984,37,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,19,647.321428571429
TQRMNORYPHLNLLCDEHJGH00705995,2022,3,Noroeste,23,20/12/2001,20,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,2,125
TQRMNOPUVHKMLPCDEIGED00791019,2022,3,Pampeana,30,21/08/1998,24,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,15,4,267.857142857143
TQRMNOSQQHLOKMCDEFLID00707526,2022,3,Pampeana,5,01/01/1900,33,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,17,416.666666666667
TQRMNOPXPHMNNRCDEIIAD00718513,2022,3,Gran Buenos Aires,32,01/09/1976,46,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,22,1093.75
TQRMNOQVSHKKKMCDEOJAH00793120,2022,3,Patagonia,93,10/08/1979,43,asistio,"Superior
Universitaria
Incompleta",Privada,102,Varon,Patron,unico,Sabe leer y escribir,15,23,1041.66666666667
TQRMNORXUHJMKNCDEGOIH00783941,2022,3,Noroeste,18,13/01/1978,44,asistio,"Secundaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,26,145.833333333333
TQRMNOQQSHLKKNCDEIOAH00704324,2022,3,Pampeana,38,24/06/1972,50,asistio,"Secundaria
Incompleta",Privada,9302,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,35,500
TQRMNOPXVHJMKRCDEFOCD00782741,2022,3,Noreste,8,13/06/1998,24,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,6,125
TQRMNOPYPHJOKQCDEHNHB00784838,2022,3,Cuyo,27,11/07/1982,40,asistio,"Secundaria
Incompleta",Privada,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,24,396.825396825397
TQRMNORWQHMNLLCDEHGHJ00713208,2022,3,Patagonia,20,12/05/1977,45,asistio,"Secundaria
Incompleta",Privada,600,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,30,2638.88888888889
TQRMNORRVHJMKNCDEHLEH00784554,2022,3,Noroeste,25,01/01/1900,54,asistio,"Secundaria
Completa",Privada,2100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,36,533.333333333333
TQRMNOSSSHKOLPCDEFOCD00788388,2022,3,Noreste,8,06/08/1973,49,asistio,"Primaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,36,312.5
TQRMNOTQRHKOKRCDEGGFB00788510,2022,3,Cuyo,10,01/01/1900,46,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,28,312.5
TQRMNORSYHKMLLCDEGLDF00789474,2022,3,Noreste,15,28/02/1995,27,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,500
TQRMNOQXSHKOKQCDEGOIH00789703,2022,3,Noroeste,18,04/12/1967,54,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,36,416.666666666667
TQRMNORWWHKOKPCDEHNHB00790716,2022,3,Cuyo,27,19/01/1991,31,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,15,583.333333333333
TQRMNORRTHMMKQCDEIMBF00712828,2022,3,Pampeana,36,01/01/1900,35,asistio,"Superior
Universitaria
Completa",Privada,6100,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,11,750
TQRMNOPTRHMMKMCDEIJAH00792200,2022,3,Gran Buenos Aires,33,22/02/1999,23,asistio,"Secundaria
Completa",Privada,1009,Varon,Obrero o empleado,multiples,Sabe leer y escribir,13,5,562.5
TQRMNOSQPHJOLQCDEFIAH00781711,2022,3,Pampeana,2,18/08/1996,26,asiste actualmente,"Secundaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,9,12,375
TQRMNOTRQHJMLNCDEIMBF00786849,2022,3,Pampeana,36,14/09/1976,45,asistio,"Secundaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,27,250
TQRMNORRWHKKQRCDEIJAH00791721,2022,3,Gran Buenos Aires,33,10/05/1960,62,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,38,750
TQRMNOQWUHKKKNCDEHNHB00790747,2022,3,Cuyo,27,19/01/1966,56,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,38,468.75
TQRMNOQVUHKMLOCDEHPJB00790801,2022,3,Noroeste,29,04/05/1991,31,asistio,"Primaria
Completa",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,18,413.793103448276
TQRMNOPWQHLOLMCDEHNHB00707690,2022,3,Cuyo,27,19/10/1988,33,asistio,"Secundaria
Incompleta",Privada,8102,Varon,Cuenta propia,unico,Sabe leer y escribir,10,18,333.333333333333
